OrderID,Date,CustomerName,Item,Quantity,Price,PaymentType,Notes
433,2025-12-01,Unknown,,2,,Online,No ice
434,2025/12/04,,ERROR,1,2.75,UNKNOWN,No ice
435,,Charlie,Cake,3,2.75,,
436,,,Sandwich,ERROR,N/A,Card,UNKNOWN
437,,Eve,Juice,2,3.50,Cash,
438,2025/12/04,Unknown,Cake,3,3.50,Online,Spilled order
439,,UNKNOWN,Tea,,ERROR,UNKNOWN,UNKNOWN
440,UNKNOWN,Alice,ERROR,Two,ERROR,UNKNOWN,Extra sugar
441,2025/12/04,,Tea,2,5.00,Card,
442,,Eve,Coffee,2,N/A,Card,No ice
443,UNKNOWN,Charlie,,,,Online,UNKNOWN
"444,""Dec 3, 2025"",Charlie,Juice,ERROR,N/A,Cash,"
445,,Alice,Cake,1,5.00,UNKNOWN,
446,2025/12/04,David,Tea,Two,ERROR,Online,Extra sugar
447,12/02/2025,,Juice,2,N/A,,Spilled order
448,,Unknown,Coffee,Two,N/A,,
449,12/02/2025,Bob,,2,ERROR,Online,
450,UNKNOWN,Charlie,Sandwich,Two,5.00,UNKNOWN,Extra sugar
"451,""Dec 3, 2025"",Unknown,ERROR,3,ERROR,Online,Spilled order"
452,2025-12-01,Unknown,Juice,2,3.50,UNKNOWN,No ice
"453,""Dec 3, 2025"",UNKNOWN,Juice,Two,,Card,UNKNOWN"
454,,Unknown,Sandwich,1,ERROR,Online,Spilled order
455,12/02/2025,Unknown,Juice,3,5.00,UNKNOWN,
456,12/02/2025,UNKNOWN,Coffee,3,2.75,Online,
457,2025/12/04,Charlie,Coffee,1,3.50,Online,
458,12/02/2025,Unknown,Sandwich,Two,2.75,UNKNOWN,No ice
459,2025/12/04,David,ERROR,,ERROR,UNKNOWN,
460,UNKNOWN,David,Cake,1,3.50,Cash,Spilled order
461,2025-12-01,Eve,Tea,Two,,Online,
462,,UNKNOWN,Cake,1,ERROR,,No ice
463,2025/12/04,Eve,Juice,1,,Online,No ice
464,2025-12-01,UNKNOWN,Tea,2,N/A,Online,No ice
465,12/02/2025,,Sandwich,Two,2.75,UNKNOWN,Spilled order
466,12/02/2025,,Sandwich,,3.50,Online,No ice
467,2025-12-01,Unknown,ERROR,2,,Online,
468,12/02/2025,Bob,Tea,1,5.00,,No ice
469,UNKNOWN,,Coffee,ERROR,,UNKNOWN,
470,UNKNOWN,Bob,Tea,1,5.00,Online,UNKNOWN
471,2025-12-01,,Juice,1,ERROR,Card,
472,2025/12/04,Alice,Coffee,Two,3.50,Cash,UNKNOWN
473,2025/12/04,,,Two,,,
474,2025-12-01,Eve,,2,,Online,Spilled order
475,2025/12/04,Charlie,,,3.50,Card,
476,2025/12/04,Unknown,Sandwich,2,,Online,Spilled order
477,UNKNOWN,Eve,Tea,3,5.00,Online,Spilled order
478,2025/12/04,Charlie,,1,,UNKNOWN,No ice
"479,""Dec 3, 2025"",David,Cake,ERROR,2.75,UNKNOWN,"
480,,Eve,ERROR,1,ERROR,UNKNOWN,UNKNOWN
481,12/02/2025,David,Cake,1,N/A,Card,No ice
"482,""Dec 3, 2025"",Bob,,2,5.00,Online,No ice"
483,2025/12/04,Bob,ERROR,ERROR,2.75,Cash,Spilled order
484,UNKNOWN,Alice,Juice,ERROR,ERROR,,Spilled order
485,2025-12-01,,Cake,ERROR,3.50,UNKNOWN,UNKNOWN
486,2025/12/04,Eve,Tea,2,5.00,UNKNOWN,
487,UNKNOWN,David,Tea,1,N/A,Online,
488,,Charlie,Cake,2,ERROR,Online,No ice
489,2025/12/04,Bob,,Two,N/A,Card,Extra sugar
490,2025-12-01,,Tea,Two,3.50,Card,Extra sugar
491,UNKNOWN,Bob,Juice,2,3.50,UNKNOWN,
492,UNKNOWN,Charlie,Coffee,ERROR,5.00,Online,Extra sugar
493,UNKNOWN,,,1,,Cash,
494,,,Juice,2,3.50,,Spilled order
495,2025/12/04,David,ERROR,2,ERROR,Online,No ice
496,,David,Juice,2,,Online,
497,12/02/2025,Eve,,3,2.75,Card,No ice
498,12/02/2025,Eve,ERROR,Two,N/A,,
499,2025/12/04,UNKNOWN,,ERROR,,UNKNOWN,
500,,Unknown,Tea,,N/A,Online,No ice
501,2025-12-01,UNKNOWN,Coffee,ERROR,,UNKNOWN,UNKNOWN
502,UNKNOWN,Alice,,,2.75,Online,
503,UNKNOWN,Bob,,3,3.50,UNKNOWN,Extra sugar
504,2025/12/04,Eve,Tea,2,2.75,,Extra sugar
505,12/02/2025,David,Sandwich,3,3.50,Card,
506,12/02/2025,Charlie,Tea,3,3.50,,
507,UNKNOWN,David,ERROR,1,N/A,Cash,UNKNOWN
508,2025/12/04,Bob,Tea,Two,ERROR,Card,Extra sugar
509,,UNKNOWN,Tea,,2.75,,
510,12/02/2025,David,Coffee,2,,Cash,
511,,Unknown,Tea,,2.75,Online,UNKNOWN
512,12/02/2025,Alice,,ERROR,N/A,Online,UNKNOWN
513,12/02/2025,Bob,Coffee,,3.50,UNKNOWN,No ice
"514,""Dec 3, 2025"",UNKNOWN,Cake,ERROR,N/A,Card,UNKNOWN"
515,12/02/2025,Unknown,Sandwich,Two,5.00,Online,
516,2025-12-01,Charlie,Coffee,ERROR,5.00,Card,Extra sugar
517,2025/12/04,UNKNOWN,ERROR,,,Online,No ice
518,2025/12/04,,Cake,,N/A,UNKNOWN,
519,,Unknown,Coffee,ERROR,,,
520,12/02/2025,Unknown,Coffee,3,,UNKNOWN,
521,2025-12-01,Alice,Sandwich,Two,5.00,Cash,No ice
522,,Bob,,1,,Online,UNKNOWN
"523,""Dec 3, 2025"",Charlie,ERROR,2,5.00,Cash,"
524,,Alice,Juice,,3.50,Cash,Spilled order
525,,UNKNOWN,Juice,2,N/A,Card,No ice
526,12/02/2025,Alice,Coffee,1,,Online,
"527,""Dec 3, 2025"",Unknown,Tea,2,5.00,Cash,No ice"
528,,Bob,ERROR,1,2.75,,Extra sugar
529,2025-12-01,Eve,Cake,ERROR,,Cash,UNKNOWN
530,2025-12-01,Alice,Tea,3,ERROR,,UNKNOWN
531,2025/12/04,,Tea,,3.50,Card,No ice
"532,""Dec 3, 2025"",Alice,ERROR,1,3.50,Cash,"
"533,""Dec 3, 2025"",UNKNOWN,,2,2.75,UNKNOWN,"
534,2025/12/04,UNKNOWN,Coffee,,5.00,Card,Spilled order
535,,Charlie,Coffee,3,,,Spilled order
"536,""Dec 3, 2025"",UNKNOWN,Coffee,ERROR,5.00,Card,UNKNOWN"
537,2025-12-01,David,Coffee,,3.50,Cash,Spilled order
538,2025-12-01,Bob,Juice,1,5.00,Online,
539,12/02/2025,Bob,Coffee,3,3.50,Online,Spilled order
"540,""Dec 3, 2025"",Eve,Juice,2,5.00,,"
541,,Eve,Juice,3,2.75,,Spilled order
542,2025/12/04,Bob,,3,N/A,Online,UNKNOWN
543,2025/12/04,,Coffee,Two,2.75,,UNKNOWN
544,,Eve,Sandwich,3,2.75,Card,
545,UNKNOWN,Charlie,Cake,3,N/A,UNKNOWN,No ice
546,12/02/2025,UNKNOWN,Tea,,N/A,UNKNOWN,UNKNOWN
547,2025/12/04,Bob,Juice,2,,Card,No ice
"548,""Dec 3, 2025"",Unknown,ERROR,,,UNKNOWN,"
549,12/02/2025,Eve,ERROR,,2.75,Cash,
"550,""Dec 3, 2025"",Bob,Cake,1,2.75,Card,UNKNOWN"
551,2025-12-01,David,ERROR,,3.50,,Extra sugar
552,12/02/2025,Alice,Sandwich,Two,3.50,Card,
553,2025/12/04,UNKNOWN,ERROR,Two,,Online,No ice
554,12/02/2025,Bob,Tea,1,ERROR,,UNKNOWN
555,12/02/2025,Alice,Tea,ERROR,ERROR,Online,
556,12/02/2025,Eve,Juice,2,,,Spilled order
557,UNKNOWN,Alice,Coffee,2,3.50,UNKNOWN,Extra sugar
558,12/02/2025,UNKNOWN,,,3.50,Card,No ice
"559,""Dec 3, 2025"",Bob,Sandwich,,ERROR,Cash,"
560,2025-12-01,David,Juice,ERROR,5.00,,
561,,,Sandwich,,5.00,,Extra sugar
562,12/02/2025,Eve,Coffee,2,3.50,Online,
563,2025/12/04,Bob,ERROR,3,5.00,UNKNOWN,UNKNOWN
564,12/02/2025,UNKNOWN,ERROR,Two,N/A,Online,Spilled order
565,2025/12/04,Eve,,3,,Online,
"566,""Dec 3, 2025"",Charlie,Coffee,3,,UNKNOWN,"
567,2025/12/04,Alice,Juice,2,3.50,Cash,No ice
568,,,,3,2.75,Online,UNKNOWN
569,2025-12-01,UNKNOWN,Coffee,ERROR,ERROR,Online,UNKNOWN
570,2025/12/04,Charlie,Cake,1,3.50,,
571,2025/12/04,Unknown,Tea,,5.00,UNKNOWN,UNKNOWN
572,2025-12-01,Bob,,1,ERROR,Card,No ice
573,,David,,Two,2.75,Cash,
574,12/02/2025,Eve,Juice,,5.00,Cash,
575,2025/12/04,Alice,Sandwich,3,N/A,UNKNOWN,UNKNOWN
576,2025-12-01,Eve,Cake,Two,5.00,,UNKNOWN
"577,""Dec 3, 2025"",,Juice,,N/A,,No ice"
578,2025-12-01,Bob,Coffee,ERROR,ERROR,UNKNOWN,Spilled order
"579,""Dec 3, 2025"",Eve,Coffee,ERROR,N/A,,Spilled order"
580,,Alice,Coffee,ERROR,ERROR,Cash,UNKNOWN
581,12/02/2025,Bob,Coffee,ERROR,ERROR,Cash,
582,2025-12-01,Eve,Sandwich,3,ERROR,Card,
583,UNKNOWN,David,Cake,1,ERROR,UNKNOWN,UNKNOWN
584,2025/12/04,UNKNOWN,ERROR,,ERROR,Online,Extra sugar
585,,Bob,Tea,3,5.00,Online,
586,2025-12-01,UNKNOWN,Sandwich,ERROR,ERROR,Card,Spilled order
587,2025/12/04,Unknown,Sandwich,1,5.00,Card,UNKNOWN
588,2025-12-01,Bob,ERROR,Two,ERROR,,No ice
"589,""Dec 3, 2025"",David,ERROR,Two,N/A,Card,Extra sugar"
590,2025-12-01,UNKNOWN,Tea,Two,ERROR,Card,UNKNOWN
591,UNKNOWN,Charlie,Tea,ERROR,2.75,Online,
592,2025-12-01,Alice,ERROR,Two,ERROR,,Extra sugar
593,2025-12-01,Charlie,Coffee,2,ERROR,Card,UNKNOWN
594,UNKNOWN,Eve,Sandwich,,N/A,Card,
595,,David,Juice,,,,Extra sugar
596,2025-12-01,Charlie,Tea,ERROR,N/A,UNKNOWN,
597,UNKNOWN,Bob,Tea,2,2.75,,
598,2025/12/04,Eve,ERROR,3,,Online,Extra sugar
"599,""Dec 3, 2025"",Eve,Cake,3,3.50,UNKNOWN,Extra sugar"
"600,""Dec 3, 2025"",Charlie,Juice,Two,3.50,Cash,"
601,2025-12-01,Unknown,Juice,1,2.75,,Spilled order
602,,Charlie,Tea,3,N/A,Online,Extra sugar
603,,Unknown,Coffee,1,5.00,UNKNOWN,UNKNOWN
604,2025/12/04,David,Cake,,2.75,,
605,2025-12-01,Alice,Juice,1,,Card,No ice
"606,""Dec 3, 2025"",Charlie,Tea,,,,"
607,,,Juice,2,ERROR,Cash,
608,2025-12-01,Unknown,,2,3.50,,No ice
609,,Charlie,Cake,ERROR,,UNKNOWN,Spilled order
610,UNKNOWN,UNKNOWN,Cake,ERROR,2.75,UNKNOWN,No ice
611,,Bob,,Two,,,Extra sugar
"612,""Dec 3, 2025"",,Sandwich,3,2.75,UNKNOWN,No ice"
613,12/02/2025,,,Two,5.00,Card,
614,2025/12/04,Unknown,ERROR,,ERROR,,No ice
615,2025/12/04,UNKNOWN,ERROR,Two,3.50,Card,
"616,""Dec 3, 2025"",UNKNOWN,Tea,1,,Card,UNKNOWN"
617,,Eve,Cake,,2.75,Online,Extra sugar
618,2025-12-01,Unknown,Sandwich,ERROR,N/A,,No ice
619,,Alice,Sandwich,2,3.50,UNKNOWN,
"620,""Dec 3, 2025"",Bob,Juice,ERROR,5.00,Card,UNKNOWN"
621,2025/12/04,David,Juice,3,2.75,Online,Extra sugar
622,,,,,ERROR,,
623,2025/12/04,David,Sandwich,,ERROR,,Spilled order
624,2025-12-01,Charlie,,1,5.00,Cash,
625,2025/12/04,Charlie,,3,5.00,Cash,Spilled order
626,2025/12/04,David,Juice,2,ERROR,Card,
627,12/02/2025,Charlie,Cake,,,Cash,No ice
628,12/02/2025,Alice,,,,Card,Extra sugar
629,UNKNOWN,UNKNOWN,Coffee,1,2.75,UNKNOWN,No ice
630,12/02/2025,Charlie,Cake,Two,N/A,Card,
631,2025/12/04,Eve,Sandwich,2,2.75,Cash,
"632,""Dec 3, 2025"",Charlie,Sandwich,ERROR,N/A,UNKNOWN,"
633,2025/12/04,Bob,,3,5.00,Cash,UNKNOWN
"634,""Dec 3, 2025"",Alice,Cake,,3.50,Card,"
"635,""Dec 3, 2025"",Bob,Juice,,2.75,Online,Extra sugar"
636,12/02/2025,Bob,Juice,ERROR,2.75,,No ice
637,,Eve,ERROR,2,N/A,Cash,No ice
638,2025-12-01,Alice,Sandwich,Two,5.00,Card,Spilled order
639,12/02/2025,Alice,Tea,,5.00,UNKNOWN,
640,12/02/2025,Unknown,ERROR,2,N/A,Cash,
641,,Alice,Juice,ERROR,5.00,Cash,
642,2025-12-01,Alice,Cake,1,ERROR,,No ice
643,2025/12/04,Alice,Juice,Two,,Card,Spilled order
644,UNKNOWN,Eve,Cake,3,ERROR,Online,
645,UNKNOWN,Charlie,ERROR,,3.50,UNKNOWN,UNKNOWN
646,2025/12/04,Unknown,Sandwich,2,2.75,Card,Extra sugar
647,12/02/2025,Bob,Juice,1,3.50,UNKNOWN,
648,2025-12-01,Alice,,3,2.75,Cash,No ice
649,12/02/2025,,Cake,2,,,UNKNOWN
"650,""Dec 3, 2025"",Charlie,Sandwich,2,5.00,,UNKNOWN"
651,12/02/2025,Charlie,Tea,3,ERROR,Online,UNKNOWN
652,12/02/2025,Bob,Cake,1,N/A,,
653,2025/12/04,Eve,ERROR,ERROR,ERROR,Cash,Extra sugar
654,2025/12/04,David,Tea,1,,Online,No ice
655,2025/12/04,David,Tea,Two,3.50,Card,No ice
656,UNKNOWN,Charlie,Coffee,,N/A,,UNKNOWN
"657,""Dec 3, 2025"",UNKNOWN,Juice,3,5.00,Online,No ice"
658,2025/12/04,UNKNOWN,Cake,ERROR,,Cash,Extra sugar
659,2025-12-01,Bob,Tea,3,N/A,UNKNOWN,Extra sugar
660,UNKNOWN,David,Coffee,3,,UNKNOWN,Spilled order
661,,Charlie,ERROR,1,,Cash,Spilled order
662,2025-12-01,Eve,Sandwich,,5.00,Cash,
663,2025-12-01,David,,Two,2.75,UNKNOWN,Extra sugar
664,2025/12/04,Charlie,,2,N/A,Online,Extra sugar
665,,Charlie,Cake,2,5.00,UNKNOWN,Extra sugar
666,,Alice,Tea,3,,Cash,Spilled order
667,UNKNOWN,Eve,,,5.00,,UNKNOWN
668,,Alice,Juice,ERROR,2.75,Card,UNKNOWN
"669,""Dec 3, 2025"",Bob,,1,ERROR,,No ice"
670,2025/12/04,Alice,,,N/A,,UNKNOWN
671,,,,,2.75,Cash,
672,UNKNOWN,Alice,Coffee,1,3.50,UNKNOWN,Spilled order
"673,""Dec 3, 2025"",,Tea,3,N/A,Online,Extra sugar"
674,12/02/2025,David,Juice,,2.75,,UNKNOWN
675,12/02/2025,UNKNOWN,Tea,2,,UNKNOWN,Spilled order
"676,""Dec 3, 2025"",Unknown,Cake,1,N/A,Online,UNKNOWN"
677,UNKNOWN,Unknown,Cake,ERROR,N/A,,
"678,""Dec 3, 2025"",Charlie,Cake,Two,5.00,Online,Extra sugar"
679,2025/12/04,Unknown,ERROR,3,,UNKNOWN,
680,2025/12/04,,,1,3.50,Card,Extra sugar
681,12/02/2025,Eve,ERROR,Two,ERROR,UNKNOWN,Spilled order
682,,Alice,Coffee,Two,2.75,Cash,No ice
683,UNKNOWN,,Cake,ERROR,5.00,Online,UNKNOWN
684,12/02/2025,Eve,Juice,,2.75,Card,UNKNOWN
685,,UNKNOWN,Tea,ERROR,3.50,Online,
686,,Unknown,,,3.50,Online,
687,2025/12/04,UNKNOWN,Sandwich,,N/A,,UNKNOWN
688,2025-12-01,Unknown,Juice,1,3.50,Cash,Spilled order
689,2025-12-01,Alice,,1,2.75,Online,No ice
"690,""Dec 3, 2025"",Bob,ERROR,3,,UNKNOWN,Spilled order"
691,2025/12/04,Alice,ERROR,,,UNKNOWN,
692,,David,Juice,Two,N/A,,
693,UNKNOWN,,ERROR,2,ERROR,Cash,UNKNOWN
694,2025-12-01,Charlie,Cake,3,2.75,Cash,Spilled order
695,,Bob,Coffee,1,2.75,UNKNOWN,Extra sugar
696,2025-12-01,Alice,Tea,ERROR,3.50,Card,No ice
697,2025-12-01,Eve,Coffee,3,2.75,,Spilled order
698,2025-12-01,Bob,,3,5.00,,No ice
699,UNKNOWN,,Tea,3,ERROR,UNKNOWN,UNKNOWN
700,2025/12/04,Unknown,Tea,3,3.50,UNKNOWN,Extra sugar
701,UNKNOWN,Bob,Coffee,2,5.00,Card,
702,12/02/2025,Unknown,Juice,ERROR,N/A,Card,
703,,,Tea,ERROR,,Cash,Extra sugar
704,2025/12/04,Alice,Coffee,ERROR,N/A,,No ice
705,2025/12/04,,Tea,,,,UNKNOWN
706,2025/12/04,Bob,Sandwich,Two,N/A,UNKNOWN,Spilled order
707,2025/12/04,Eve,Juice,ERROR,2.75,Cash,Extra sugar
708,UNKNOWN,UNKNOWN,Cake,3,5.00,,
709,2025/12/04,Bob,Tea,3,,Cash,No ice
"710,""Dec 3, 2025"",,Sandwich,ERROR,3.50,Cash,"
711,,UNKNOWN,Cake,ERROR,5.00,UNKNOWN,Extra sugar
712,2025/12/04,,Cake,3,3.50,Cash,
713,,Eve,,,5.00,Card,No ice
"714,""Dec 3, 2025"",,Tea,1,5.00,Card,"
"715,""Dec 3, 2025"",Alice,Coffee,1,N/A,Online,Extra sugar"
716,,Charlie,Tea,ERROR,,UNKNOWN,No ice
717,2025-12-01,Unknown,Sandwich,2,,Online,
718,12/02/2025,Unknown,Cake,ERROR,5.00,Card,Extra sugar
719,2025-12-01,Bob,Tea,ERROR,2.75,Online,Spilled order
720,2025-12-01,Charlie,Coffee,1,2.75,UNKNOWN,UNKNOWN
721,UNKNOWN,,,3,3.50,UNKNOWN,Extra sugar
722,2025-12-01,Eve,Tea,ERROR,3.50,Cash,No ice
723,2025/12/04,Bob,Juice,3,N/A,,UNKNOWN
724,UNKNOWN,,,3,5.00,Cash,Extra sugar
725,UNKNOWN,UNKNOWN,Coffee,2,3.50,UNKNOWN,
"726,""Dec 3, 2025"",David,Sandwich,3,3.50,Card,"
727,2025-12-01,,Cake,1,ERROR,Card,Spilled order
"728,""Dec 3, 2025"",Charlie,Tea,,5.00,Cash,"
729,,Bob,Coffee,,N/A,UNKNOWN,UNKNOWN
730,12/02/2025,Charlie,,Two,3.50,Card,No ice
731,UNKNOWN,Bob,Juice,ERROR,N/A,UNKNOWN,No ice
732,,,Coffee,1,,Card,
733,,Alice,ERROR,3,N/A,UNKNOWN,
734,2025/12/04,UNKNOWN,Juice,,2.75,Online,
735,12/02/2025,,,1,2.75,UNKNOWN,Extra sugar
736,,Unknown,Sandwich,,N/A,UNKNOWN,Spilled order
737,,Charlie,Cake,3,2.75,Cash,UNKNOWN
738,12/02/2025,David,,,,Online,Spilled order
739,12/02/2025,David,Sandwich,ERROR,5.00,,Spilled order
740,,Eve,Tea,ERROR,2.75,Cash,Extra sugar
741,12/02/2025,Bob,Coffee,Two,2.75,,Spilled order
742,,Charlie,ERROR,Two,N/A,Card,
743,,Eve,Juice,,,,Extra sugar
744,2025/12/04,Charlie,Juice,1,5.00,UNKNOWN,
745,2025-12-01,Unknown,Coffee,ERROR,N/A,,Extra sugar
746,,Bob,ERROR,1,N/A,Cash,Spilled order
"747,""Dec 3, 2025"",,Coffee,1,ERROR,Cash,"
748,UNKNOWN,,Tea,,,,
749,2025-12-01,David,Sandwich,1,5.00,Cash,
750,2025-12-01,,,ERROR,,Cash,Extra sugar
751,2025-12-01,,Juice,3,5.00,,No ice
752,2025/12/04,Unknown,Tea,Two,,Online,Spilled order
753,,Alice,Sandwich,3,N/A,Online,
754,2025/12/04,David,Tea,1,N/A,Card,UNKNOWN
755,,Eve,ERROR,3,3.50,Cash,No ice
756,2025/12/04,UNKNOWN,Juice,ERROR,2.75,,UNKNOWN
757,2025/12/04,Alice,,ERROR,ERROR,Cash,Spilled order
758,UNKNOWN,Eve,Coffee,1,,UNKNOWN,Spilled order
"759,""Dec 3, 2025"",Bob,Coffee,,ERROR,Cash,"
760,2025/12/04,Alice,Sandwich,3,3.50,Cash,
761,UNKNOWN,Unknown,,,2.75,Online,Extra sugar
762,12/02/2025,Eve,Cake,,,,No ice
"763,""Dec 3, 2025"",Bob,ERROR,2,5.00,Cash,No ice"
764,2025/12/04,David,Sandwich,1,2.75,Online,
765,2025-12-01,UNKNOWN,Cake,Two,N/A,Card,Spilled order
766,12/02/2025,Bob,Tea,ERROR,3.50,Online,
767,12/02/2025,,ERROR,ERROR,2.75,Online,Spilled order
768,UNKNOWN,Charlie,Tea,1,2.75,Online,Spilled order
769,12/02/2025,Bob,,Two,N/A,Cash,
"770,""Dec 3, 2025"",Bob,Juice,ERROR,,Cash,"
771,2025/12/04,UNKNOWN,ERROR,1,5.00,Card,No ice
772,2025/12/04,Charlie,Cake,ERROR,N/A,UNKNOWN,UNKNOWN
773,2025-12-01,,Juice,,5.00,UNKNOWN,Spilled order
774,UNKNOWN,Eve,Coffee,3,,UNKNOWN,Spilled order
775,2025-12-01,Eve,Cake,3,2.75,Card,
776,12/02/2025,Bob,Sandwich,ERROR,5.00,UNKNOWN,UNKNOWN
777,2025-12-01,Unknown,Coffee,2,3.50,UNKNOWN,Extra sugar
"778,""Dec 3, 2025"",Unknown,Coffee,Two,3.50,Online,"
779,2025/12/04,Charlie,Sandwich,Two,N/A,Cash,UNKNOWN
780,12/02/2025,Charlie,ERROR,Two,,Cash,
781,2025-12-01,,Coffee,,N/A,Online,Spilled order
782,UNKNOWN,UNKNOWN,,Two,N/A,Online,No ice
"783,""Dec 3, 2025"",David,Cake,3,ERROR,Online,"
"784,""Dec 3, 2025"",Eve,Juice,,N/A,Cash,Extra sugar"
785,2025-12-01,UNKNOWN,Coffee,1,ERROR,UNKNOWN,
786,2025/12/04,Alice,Cake,Two,3.50,Online,UNKNOWN
787,2025-12-01,Eve,Tea,Two,3.50,Card,
788,12/02/2025,UNKNOWN,Cake,1,N/A,Online,
789,2025-12-01,Eve,Juice,Two,3.50,,Extra sugar
"790,""Dec 3, 2025"",David,Cake,1,,Online,No ice"
791,2025-12-01,Alice,Sandwich,,ERROR,Cash,
792,2025/12/04,Unknown,Juice,3,ERROR,Online,
793,UNKNOWN,Unknown,ERROR,1,N/A,,No ice
794,,David,Tea,2,3.50,Card,Extra sugar
795,2025-12-01,,Sandwich,1,5.00,UNKNOWN,UNKNOWN
796,2025/12/04,Alice,ERROR,Two,ERROR,Online,UNKNOWN
797,2025/12/04,Bob,Cake,,N/A,,
798,UNKNOWN,UNKNOWN,Juice,ERROR,N/A,,No ice
"799,""Dec 3, 2025"",Alice,Tea,,,Card,"
800,2025/12/04,,Sandwich,ERROR,2.75,Cash,
801,2025/12/04,,ERROR,1,2.75,Online,UNKNOWN
802,2025/12/04,David,ERROR,3,ERROR,,Spilled order
803,2025/12/04,Eve,Tea,2,,Card,
804,12/02/2025,Alice,,,,UNKNOWN,
805,12/02/2025,UNKNOWN,Cake,Two,,,Extra sugar
"806,""Dec 3, 2025"",Alice,Tea,ERROR,ERROR,Card,UNKNOWN"
807,2025-12-01,Charlie,ERROR,Two,2.75,Cash,Spilled order
808,2025/12/04,Eve,Coffee,3,,Cash,
809,UNKNOWN,UNKNOWN,Sandwich,ERROR,3.50,,UNKNOWN
810,2025-12-01,Unknown,Tea,,N/A,,No ice
811,UNKNOWN,UNKNOWN,,1,N/A,Online,Extra sugar
812,2025-12-01,Bob,ERROR,Two,5.00,Card,
"813,""Dec 3, 2025"",David,Cake,3,5.00,,No ice"
814,2025/12/04,Bob,ERROR,,ERROR,Online,
815,2025/12/04,UNKNOWN,Cake,,ERROR,Online,No ice
816,,Eve,Tea,,N/A,,
817,UNKNOWN,Alice,Cake,,3.50,Cash,
818,2025-12-01,Unknown,Juice,ERROR,2.75,Card,
819,2025-12-01,Alice,Juice,,2.75,Card,No ice
820,12/02/2025,Eve,Juice,Two,ERROR,Cash,No ice
821,,UNKNOWN,,3,3.50,,
822,12/02/2025,,,ERROR,ERROR,Card,No ice
823,12/02/2025,Alice,Coffee,,2.75,,UNKNOWN
824,12/02/2025,,,2,ERROR,,
825,UNKNOWN,Alice,Tea,2,,Online,Extra sugar
826,UNKNOWN,Alice,ERROR,3,ERROR,Cash,
"827,""Dec 3, 2025"",Unknown,ERROR,1,N/A,,Extra sugar"
"828,""Dec 3, 2025"",David,Coffee,1,ERROR,UNKNOWN,UNKNOWN"
829,12/02/2025,David,,ERROR,N/A,Cash,UNKNOWN
830,,Charlie,Cake,ERROR,3.50,Card,Spilled order
831,2025-12-01,Bob,Coffee,ERROR,2.75,Online,Spilled order
832,UNKNOWN,Eve,Cake,1,5.00,Card,Spilled order
833,,Eve,Cake,2,5.00,Card,
834,2025/12/04,Eve,Sandwich,1,2.75,Cash,No ice
835,UNKNOWN,Charlie,ERROR,Two,5.00,Card,UNKNOWN
836,UNKNOWN,David,Juice,,ERROR,,Extra sugar
"837,""Dec 3, 2025"",UNKNOWN,,ERROR,3.50,Card,Extra sugar"
838,2025-12-01,,Cake,2,3.50,Online,Extra sugar
839,2025-12-01,Unknown,Sandwich,3,2.75,Online,Extra sugar
840,2025/12/04,,ERROR,3,5.00,UNKNOWN,Spilled order
841,2025/12/04,UNKNOWN,Juice,,ERROR,Online,Extra sugar
842,UNKNOWN,Unknown,Cake,2,3.50,Card,No ice
843,12/02/2025,Charlie,Cake,1,3.50,Online,Spilled order
"844,""Dec 3, 2025"",UNKNOWN,Coffee,1,,Cash,Extra sugar"
"845,""Dec 3, 2025"",Eve,Coffee,Two,,Online,"
846,UNKNOWN,Bob,ERROR,Two,3.50,,
847,,Alice,Juice,1,2.75,Cash,
848,12/02/2025,,Cake,3,N/A,UNKNOWN,
849,UNKNOWN,David,ERROR,ERROR,N/A,,Spilled order
850,12/02/2025,David,ERROR,3,ERROR,Card,Extra sugar
851,12/02/2025,Charlie,Tea,Two,3.50,Card,UNKNOWN
852,12/02/2025,Unknown,,,3.50,Card,UNKNOWN
853,UNKNOWN,David,Coffee,1,3.50,,UNKNOWN
"854,""Dec 3, 2025"",Eve,Juice,Two,2.75,,Spilled order"
"855,""Dec 3, 2025"",,Cake,Two,,,No ice"
856,12/02/2025,UNKNOWN,ERROR,ERROR,3.50,Cash,
857,,Eve,Cake,1,3.50,Cash,
858,2025-12-01,Charlie,Tea,ERROR,5.00,Card,
859,UNKNOWN,Eve,Juice,1,2.75,Online,
860,2025-12-01,UNKNOWN,ERROR,ERROR,ERROR,Card,UNKNOWN
861,,Bob,Cake,3,3.50,UNKNOWN,UNKNOWN
862,UNKNOWN,Charlie,Coffee,,5.00,Cash,
863,12/02/2025,Bob,,,N/A,,Extra sugar
"864,""Dec 3, 2025"",Alice,Tea,1,ERROR,Cash,No ice"
865,2025-12-01,Bob,Juice,2,3.50,,No ice
866,2025/12/04,Alice,Tea,Two,3.50,UNKNOWN,No ice
867,2025/12/04,Alice,Coffee,Two,5.00,UNKNOWN,No ice
868,,Bob,Juice,1,2.75,Cash,
869,12/02/2025,Charlie,Tea,ERROR,3.50,,
870,2025-12-01,Unknown,Sandwich,2,N/A,UNKNOWN,
871,12/02/2025,UNKNOWN,Coffee,3,3.50,Card,No ice
872,2025-12-01,Eve,Coffee,ERROR,N/A,Card,
873,,Eve,Coffee,ERROR,ERROR,,No ice
